id,sennum,review
E06-2014.txt,3,It is widely acknowledged that human translators can benefit from a wide range of applications in computational linguistics_comma_ including Machine Translation Carl and Way_comma_ 2003 _comma_ Translation Memory Planas and Furuse_comma_ 2000 _comma_ etc. There have been recent research on tools detecting translation equivalents for technical vocabulary in a restricted domain_comma_ e.g.
E06-2014.txt,4,Dagan and Church_comma_ 1997 Bennison and Bowker_comma_ 2000 .
E06-2014.txt,5,The methodology in this case is based on extraction of terminology both single and multiword units and alignment of extracted terms using linguistic and or statistical techniques D jean et al._comma_ 2002 .
E06-2014.txt,6,Inthisprojectweconcentrateonwordsfromthe general lexicon instead of terminology.
E06-2014.txt,7,The rationale for this focus is related to the fact that translation of terms is should be stable_comma_ while general words can vary significantly in their translation.
E06-2014.txt,8,It is important to populate the terminological database with terms that are missed in dictionaries or specific to a problem domain.
E06-2014.txt,9,However_comma_ once the translation of a term in a domain has been identified_comma_ stored in a dictionary and learned by the translator_comma_ the process of translation can go on without consulting a dictionary or a corpus.
E06-2014.txt,10,In contrast_comma_ words from the general lexicon exhibit polysemy_comma_ which is reflected differently in the target language_comma_ thus causing the dependency of their translation on corresponding context.
E06-2014.txt,11,It also happens quite frequently that such variation is not captured by dictionaries.
E06-2014.txt,12,Novice translators tend to rely on dictionaries and use direct translation equivalents whenever they are available.
E06-2014.txt,13,In the end they produce translations that look awkward and do not deliver the meaning intended by the original text.
E06-2014.txt,14,Parallel corpora consisting of original texts aligned with their translations offer the possibility to search for examples of translations in their context.
E06-2014.txt,15,In this respect they provide a useful supplement to decontextualised translation equivalents listed in dictionaries.
E06-2014.txt,16,However_comma_ parallel corpora are not representative millions of pages of original texts are produced daily by native speakers in major languages_comma_ such as English_comma_ while translations are produced by a small community of trained translators from a small subset of source texts.
E06-2014.txt,17,The imbalance between original texts and translations is also reflected in the size of parallel corpora_comma_ which are simply too small for variations in translation of moderately frequent words.
E06-2014.txt,18,For instance_comma_ frustrate occurs 631 times in 100 million words of the BNC_comma_ i.e. this gives in average about 6 uses in a typical parallel corpus of one million words.
E06-2014.txt,19,2 System design 2.1 The research hypothesis Our research hypothesis is that translators can be assistedbysoftwarewhichsuggestscontextualex139 amples in the target language that are semantically and syntactically related to a selected example in the source language.
E06-2014.txt,20,To enable greater coverage we will exploit comparable rather than parallel corpora.
E06-2014.txt,21,Our research hypothesis leads us to a number of research questions Which semantic and syntactic contextual features of the selected example in the source language are important How do we find similar contextual examples in the target language How do we sort the suggested target language contextual examples in order to maximise their usefulness
E06-2014.txt,22,In order to restrict the research to what is achievable within the scope of this project_comma_ we are focussing on translation from English to Russian using a comparable corpus of British and Russian newspaper texts.
E06-2014.txt,23,Newspapers cover a large set of clearly identifiable topics that are comparable across languages and cultures.
E06-2014.txt,24,In this project_comma_ we have collected a 200 million word corpus of four major British newspapers and a 70 millionword corpus of three major Russian newspapers for roughly the same time span 2003 2004 .1 In our proposed method_comma_ contexts of uses of English expressions defined by keywords are compared to similar Russian expressions_comma_ using semantic classes such as persons_comma_ places and institutions.
E06-2014.txt,25,For instance_comma_ the word agreement in the example the parties were frustratingly close to an agreement a241a242a238a240a238a237a251 a225a251a235a232 a228a238 a238a225a232a228a237a238a227a238 a225a235a232a231a234a232 a234 a228a238a241a242a232a230a229a237a232a254 a241a238a227a235a224a248a229a237a232a255 belongs to a semantic class that also includes arrangement_comma_ contract_comma_ deal_comma_ treaty.
E06-2014.txt,26,In the result_comma_ the search for collocates of a225a235a232a231a234a232a233 close in the context of agreement words in Russian gives a short list of modifiers_comma_ which also includes the target a228a238 a238a225a232a228a237a238a227a238 a225a235a232a231a234a232.
E06-2014.txt,27,2.2 Semantic taggers In this project_comma_ we are porting the Lancaster English Semantic Tagger EST to the Russian language.
E06-2014.txt,28,We have reused the existing semantic field taxonomyoftheLancasterUCRELsemanticanalysis system USAS _comma_ and applied it to Russian.
E06-2014.txt,29,We 1Russian newspapers are significantly shorter than their British counterparts. have also reused the existing software framework developed during the construction of a Finnish Semantic Tagger L fberg et al._comma_ 2005 the main adjustments and modifications required for Finnish were to cope with the Unicode character set UTF8 and word compounding.
E06-2014.txt,30,USAS EST is a software system for automatic semantic analysis of text that was designed at Lancaster University Rayson et al._comma_ 2004 .
E06-2014.txt,31,The semantic tagset used by USAS was originally loosely based on Tom McArthur s Longman Lexicon of Contemporary English McArthur_comma_ 1981 .
E06-2014.txt,32,It has a multi tier structure with 21 major discourse fields_comma_ subdivided into 232 sub categories.2 In the ASSIST project_comma_ we have been working on both improving the existing EST and developing a parallel tool for Russian Russian Semantic Tagger RST .We have found that theUSAS semantic categories were compatible with the semantic categorizationsofobjectsandphenomenainRussian_comma_ as in the following example 3 poor JJ I1.1 A5.1 N5 E4.1 X9.1a225a229a228a237a251a233 A I1.1 A6.3 N5 O4.2 E4.1However_comma_ we needed a tool for analysing the complex morpho syntactic structure of Russian words.
E06-2014.txt,33,Unlike English_comma_ Russian is a highly inflected language generally_comma_ what is expressed in English through phrases or syntactic structures is expressed in Russian via morphological inflections_comma_ especially case endings and affixation.
E06-2014.txt,34,For this purpose_comma_ we adopted a Russian morphosyntactic analyser Mystem that identifies word forms_comma_ lemmas and morphological characteristics for each word.
E06-2014.txt,35,Mystem is used as the equivalent of the CLAWS part of speech POS tagger in the USAS framework.
E06-2014.txt,36,Furthermore_comma_ we adopted the Unicode UTF 8 encoding scheme to cope with the Cyrillic alphabet.
E06-2014.txt,37,Despite these modifications_comma_ the architecture of the RST software mirrors that of the EST components in general.
E06-2014.txt,38,The main lexical resources of the RST include a single word lexicon and a lexicon of multi word expressions MWEs .
E06-2014.txt,39,We are building the Russian lexical resources by exploiting both dictionaries and corpora.
E06-2014.txt,40,We use readily available resources_comma_ e.g. lists of proper names_comma_ which are then se2For the full tagset_comma_ see http www.comp.lancs. ac.uk ucrel usas 3I1.1 Money lack A5.1 Evaluation bad N5 Quantities little E4.1 Unhappy X9.1 Ability_comma_ intelligence poor A6.3 Comparing little variety O4.2 Judgement of appearance bad 140 mantically classified.
E06-2014.txt,41,To bootstrap the system_comma_ we have hand tagged the 3_comma_000 most frequent Russian words based on a large newspaper corpus.
E06-2014.txt,42,Subsequently_comma_ the lexicons will be further expanded by feeding texts from various sources into the RST and classifying words that remain unmatched.
E06-2014.txt,43,In addition_comma_ we will experiment with semi automatic lexicon construction using an existing machinereadable English Russian bilingual dictionary to populate the Russian lexicon by mapping words from eachof thesemantic fieldsin theEnglish lexicon in turn.
E06-2014.txt,44,We aim at coverage of around 30_comma_000 single lexical items and up to 9_comma_000 MWEs_comma_ compared to the EST which currently contains 54_comma_727 single lexical items and 18_comma_814 MWEs.
E06-2014.txt,45,2.3 The user interface The interface is powered by IMS Corpus Workbench Christ_comma_ 1994 and is designed to be used in the day to day workflow of novice and practising translators_comma_ so the syntax of the CWB query language has been simplified to adapt it to the needs of the target user community.
E06-2014.txt,46,The interface implements a search model for finding translation equivalents in monolingual comparable corpora_comma_ which integrates a number of statistical and rule based techniques for extending search space_comma_ translating words and multiword expressions into the target language and restricting thenumberofreturnedcandidatesinordertomaximise precision and recall of relevant translation equivalents.
E06-2014.txt,47,In the proposed search model queries canbeexpandedbygeneratinglistsofcollocations for a given word or phrase_comma_ by generating similarity classes4 or by manual selection of words in concordances.
E06-2014.txt,48,Transfer between the source language and target language is done via lookup in a bilingual dictionary or via UCREL semantic codes_comma_ which are common for concepts in both languages.
E06-2014.txt,49,The search space is further restricted by applying knowledge based and statistical filters such as part of speech and semantic class filters_comma_ IDF filter_comma_ etc _comma_ by testing the co occurrence of members of different similarity classes or by manually selecting the presented variants.
E06-2014.txt,50,These procedures are elementary building blocks that are used in designing different search strategies efficient for different types of translation equivalents 4Simclasses consist of words sharing collocates and are computed using Singular Value Decomposition_comma_ as used by Rapp_comma_ 2004 _comma_ e.g.
E06-2014.txt,51,Paris and Strasbourg are produced for Brussels_comma_ or bus_comma_ tram and driver for passenger. and contexts.
E06-2014.txt,52,The core functionality of the system is intended to be self explanatory and to have a shallow learning curve in many cases default search parameters work well_comma_ so it is sufficient to input a word or an expression in the source language in order to get back a useful list of translation equivalents_comma_ which can be manually checked by a translator to identify the most suitable solution for a given context.
E06-2014.txt,53,For example_comma_ the word combination frustrated passenger is not found in the majorEnglish Russiandictionaries_comma_ whilenoneofthe candidate translations of frustrated are suitable in this context.
E06-2014.txt,54,The default search strategy for this phrase is to generate the similarity class for English words frustrate_comma_ passenger_comma_ produce all possible translations using a dictionary and to test cooccurrenceoftheresultingRussianwordsintarget language corpora.
E06-2014.txt,55,This returns a list of 32 Russian phrases_comma_ which follow the pattern of annoyed impatient unhappy commuter passenger driver .
E06-2014.txt,56,Among other examples the list includes an appropriate translation a237a229a228a238a226a238a235a252a237a251a233 a239a224a241a241a224a230a232a240 unsatisfied passenger .
E06-2014.txt,57,The following example demonstrates the system s ability to find equivalents when there is a reliable context to identify terms in the two languages.
E06-2014.txt,58,Recent political developments in Russia produced a new expression a239a240a229a228a241a242a224a226a232a242a229a235a252 a239a240a229a231a232a228a229a237a242a224 representative of president _comma_ which is as yet too novel to be listed in dictionaries.
E06-2014.txt,59,However_comma_ the system can help to identify the people that perform this duty_comma_ translate their names to English and extract the set of collocates that frequently appear around their names in British newspapers_comma_ including Putin s personal envoy and Putin s regional representative_comma_ even if no specific term has been established for this purpose in the British media.
E06-2014.txt,60,As words cannot be translated in isolation and their potential translation equivalents also often consist of several words_comma_ the system detects not only single word collocates_comma_ but also multiword expressions.
E06-2014.txt,61,For instance_comma_ the set of Russian collocates of a225a254a240a238a234a240a224a242a232a255 bureaucracy includes a193a240a254a241a241a229a235a252 Brussels _comma_ which offers a straightforward translation into English and has such multiword collocates as red tape_comma_ which is a suitable contextual translation for a225a254a240a238a234a240a224a242a232a255.
E06-2014.txt,62,More experienced users can modify default parameters and try alternative strategies_comma_ construct 141 their own search paths from available basic building blocks and store them for future use.
E06-2014.txt,63,Stored strategies comprise several elementary stages but are executed in one go_comma_ although intermediate results can also be accessed via the history frame.
E06-2014.txt,64,Several search paths can be tried in parallel and displayed together_comma_ so an optimal strategy for a given class of phrases can be more easily identified.
E06-2014.txt,65,Unlike Machine Translation_comma_ the system does not translate texts.
E06-2014.txt,66,The main thrust of the systemliesinitsabilitytofindseveraltargetlanguage examples that are relevant to the source language expression.
E06-2014.txt,67,In some cases this results in suggestions that can be directly used for translating the source example_comma_ while in other cases the system provides hints for the translator about the range of target language expressions beyond what is available in bilingual dictionaries.
E06-2014.txt,68,Even if the precision of the current version is not satisfactory for an MT system 2 3 suitable translations out of 30 50 suggested examples _comma_ human translators are able to skim through the suggested set to find what is relevant for the given translation task.
E06-2014.txt,69,3 Conclusions The set of tools is now under further development.
E06-2014.txt,70,This involves an extension of the English semantic tagger_comma_ development of the Russian tagger with the target lexical coverage of 90 of source texts_comma_ designing the procedure for retrieval of semantically similar situations and completing the user interface.
E06-2014.txt,71,Identification of semantically similar situations can be improved by the use of segmentmatching algorithms as employed in ExampleBased MT and translation memories Planas and Furuse_comma_ 2000 Carl and Way_comma_ 2003 .
E06-2014.txt,72,There are two main applications of the proposed methodology.
E06-2014.txt,73,One concerns training translators and advanced foreign language FL learners to make them aware of the variety of translation equivalents beyond the set offered by the dictionary.
E06-2014.txt,74,The other application pertains to the development of tools for practising translators.
E06-2014.txt,75,Although the Russian language is not typologically close to English and uses another writing system which does not allow easy identification of cognates_comma_ Russian and English belong to the same Indo European family and the contents of Russian and English newspapers reflect the same set of topics.
E06-2014.txt,76,Nevertheless_comma_ the application of this research need not be restricted to the EnglishRussian pair only.
E06-2014.txt,77,The methodology for multilingual processing of monolingual comparable corpora_comma_ first tested in this project_comma_ will provide a blueprint for the development of similar tools for other language combinations.
E06-2014.txt,78,Acknowledgments The project is supported by two EPSRC grants EP C004574 for Lancaster_comma_ EP C005902 for Leeds. .
E06-2018.txt,1,paper quantitatively investigates in how far local context is useful to disambiguate the senses of an ambiguous word. This is done by comparing the co occurrence frequencies of particular context words.
E06-2018.txt,2,First_comma_ one context word representing a certain sense is chosen_comma_ and then the co occurrence frequencies with two other context words_comma_ one of the same and one of another sense_comma_ are compared.
E06-2018.txt,3,As expected_comma_ it turns out that context words belonging to the same sense have considerably higher co occurrence frequencies than words belonging to different senses.
E06-2018.txt,4,In our study_comma_ the sense inventory is taken from the University of South Florida homograph norms_comma_ and the co occurrence counts are based on the British National Corpus.
E06-2018.txt,6,Word sense induction and disambiguation is of importance for many tasks in speech and language processing_comma_ such as speech recognition_comma_ machine translation_comma_ natural language understanding_comma_ question answering_comma_ and information retrieval.
E06-2018.txt,7,As evidenced by several SENSEVAL sense disambiguation competitions Kilgarriff Palmer_comma_ 2000 _comma_ statistical methods are dominant in this field.
E06-2018.txt,8,However_comma_ none of the published algorithms comes close to human performance in word sense disambiguation_comma_ and it is therefore unclear in how far the statistical regularities that are exploited in these algorithms are a solid basis to eventually solve the problem.
E06-2018.txt,9,Although this is a difficult question_comma_ in this study we try to give at least a partial answer.
E06-2018.txt,10,Our starting point is the observation that ambiguous words can usually be disambiguated by their context_comma_ and that certain context words can be seen as indicators of certain senses.
E06-2018.txt,11,For example_comma_ context words such as finger and arm are typical of the hand meaning of palm_comma_ whereas coconut and oil are typical of its tree meaning.
E06-2018.txt,12,The essence behind many algorithms for word sense disambiguation is to implicitly or explicitly classify all possible context words into groups relating to one or another sense.
E06-2018.txt,13,This can be done in a supervised Yarowsky_comma_ 1994 _comma_ a semi supervised Yarowsky_comma_ 1995 or a fully unsupervised way Pantel Lin_comma_ 2002 .
E06-2018.txt,14,However_comma_ the classification can only work if the statistical clues are clear enough and if there are not too many exceptions.
E06-2018.txt,15,In terms of word co occurrence statistics_comma_ we can say that within the local contexts of an ambiguous word_comma_ context words typical of the same sense should have high co occurrence counts_comma_ whereas context words associated with different senses should have cooccurrence counts that are considerably lower.
E06-2018.txt,16,Although the relative success of previous disambiguation systems e.g. Yarowsky_comma_ 1995 suggests that this should be the case_comma_ the effect has usually not been quantified as the emphasis was on a task based evaluation.
E06-2018.txt,17,Also_comma_ in most cases the amount of context to be used has not been systematically examined.
E06-2018.txt,18,2 Methodology Our starting point is a list of 288 ambiguous words homographs where each comes together with two associated words that are typical of one sense and a third associated word that is typical of another sense.
E06-2018.txt,19,Table 1 shows the first ten entries in the list.
E06-2018.txt,20,It has been derived from the University of South Florida homograph norms Nelson et al._comma_ 1980 and is based on a combination of native speakers intuition and the expertise of specialists.
E06-2018.txt,21,The University of South Florida homograph norms comprise 320 words which were all selected from Roget s International Thesaurus 1962 .
E06-2018.txt,22,Each word has at least two distinct meanings that were judged as likely to be understood by everyone.
E06-2018.txt,23,As described in detail in Nelson et al. 1980 _comma_ the compilation of the norms was conducted as follows 46 subjects wrote down the first word that came to mind for each of the 320 homographs.
E06-2018.txt,24,In the next step_comma_ for each homograph semantic categories were chosen to reflect 155 its meanings.
E06-2018.txt,25,All associative responses given by the subjects were assigned to one of these categories.
E06-2018.txt,26,This was first done by four judges individually_comma_ and then_comma_ before final categorization_comma_ each response was discussed until a consensus was achieved.
E06-2018.txt,27,The data used in our study first ten items shown in Table 1 was extracted from these norms by selecting for each homograph the first two words relating to its first meaning and the first word relating to its second meaning.
E06-2018.txt,28,Thereby we had to abandon those homographs where all of the subjects responses had been assigned to a single category_comma_ so that only one category appeared in the homograph norms.
E06-2018.txt,29,This was the case for 32 words_comma_ which is the reason that our list comprises only 288 instead of 320 items.
E06-2018.txt,30,Another resource that we use is the British National Corpus BNC _comma_ which is a balanced sample of written and spoken English that comprises about 100 million words Burnard Aston_comma_ 1998 .
E06-2018.txt,31,This corpus was used without special preprocessing_comma_ i.e. stop words were not removed and no stemming was conducted.
E06-2018.txt,32,From the corpus we extracted concordances comprising text windows of a certain width e.g. plus and minus 20 words around the given word for each of the 288 homographs.
E06-2018.txt,33,For each concordance we computed two counts The first is the number of concordance lines where the two words associated with sense 1 occur together.
E06-2018.txt,34,The second is the number of concordance lines where the first word associated with sense 1 and the word associated with sense 2 co occur.
E06-2018.txt,35,The expectation is that the first count should be higher as words associated to the same sense should co occur more often than words associated to different senses. sense 1 sense 2homograph firstasso ciation w1 secondasso ciation w2 firstasso ciation w3 arm leg hand war ball game base dance bar drink beer crow bark dog loud tree base ball line bottom bass fish trout drum bat ball boy fly bay Tampa water hound bear animal woods weight beam wood ceiling light Table 1.
E06-2018.txt,36,First ten of 288 homographs and some associations to their first and second senses.
E06-2018.txt,37,However_comma_ as absolute word frequencies can vary over several orders of magnitude and as this effect could influence our co occurrence counts in an undesired way_comma_ we decided to take this into account by dividing the co occurrence counts by the concordance frequency of the second words in our pairs.
E06-2018.txt,38,We did not normalize for the frequency of the first word as it is identical for both pairs and therefore represents a constant factor.
E06-2018.txt,39,Note that we normalized for the observed frequency within the concordance and not within the entire corpus.
E06-2018.txt,40,If we denote the first word associated to sense 1 with w1_comma_ the second word associated with sense 1 with w2_comma_ and the word associated with sense 2 with w3_comma_ the two scores s1 and s2 that we compute can be described as follows In cases where the denominator was zero we assigned a score of zero to the whole expression.
E06-2018.txt,41,For all 288 homographs we compared s1 to s2.
E06-2018.txt,42,If it turns out that in the vast majority of cases s1 is higher than s2_comma_ then this result would be an indicator that it is promising to use such co occurrence statistics for the assignment of context words to senses.
E06-2018.txt,43,On the other hand_comma_ should this not be the case_comma_ the conclusion would be that this approach does not have the potential to work and should be discarded.
E06-2018.txt,44,As in statistics the results are often not as clear cut as would be desirable_comma_ for comparison we conducted another experiment to help us with the interpretation.
E06-2018.txt,45,This time the question was whether our results were caused by properties of the homographs or if we had only measured properties of the context words w1_comma_ w2 and w3.
E06-2018.txt,46,The idea was to conduct the same experiment again_comma_ but this time not based on concordances but on the entire corpus.
E06-2018.txt,47,However_comma_ considering the entire corpus would make it necessary to use a different kind of text window for counting the co occurrences as there would be no given word to center the text window around_comma_ which could lead to artefacts and make the comparison problematic.
E06-2018.txt,48,We therefore decided to use concordances again_comma_ but this time not the concordances of the homographs first column in Table 1 but the concordances of all 288 instances of w1 second column in Table 1 .
E06-2018.txt,49,This way we had exactly number of lines where w1 and w2 co occurs1 occurrence count of w2 within concordance number of lines where w1 and w3 co occurs2 occurrence count of w3 within concordance 156 the same window type as in the first experiment_comma_ but this time the entire corpus was taken into account as all co occurrences of w2 or w3 with w1 must necessarily appear within the concordance of w1.
E06-2018.txt,50,We name the scores resulting from this experiment s3 and s4_comma_ where s3 corresponds to s1 and s4 corresponds to s2_comma_ with the only difference being that the concordances of the homographs are replaced by the concordances of the instances of w1.
E06-2018.txt,51,Regarding the interpretation of the results_comma_ if the ratio between s3 and s4 should turn out to be similar to the ratio between s1 and s2_comma_ then the influence of the homographs would be marginally or non existent.
E06-2018.txt,52,If there should be a major difference_comma_ then this would give evidence that_comma_ as desired_comma_ a property of the homograph has been measured.
E06-2018.txt,53,3 Results and discussion Following the procedure described in the previous section_comma_ Table 2 gives some quantitative results.
E06-2018.txt,54,It shows the overall results for the homograph based concordance and for the w1 based concordance for different concordance widths.
E06-2018.txt,55,In each case not only the number of cases is given where the results correspond to expectations s1 s2 and s3 s4 _comma_ but also the number of cases where the outcome is undecided s1 s2 and s3 s4 .
E06-2018.txt,56,Although this adds some redundancy_comma_ for convenience also the number of cases with an unexpected outcome is listed.
E06-2018.txt,57,All three numbers sum up to 288 which is the total number of homographs considered.
E06-2018.txt,58,If we look at the left half of Table 2 which shows the results for the concordances based on the homographs_comma_ we can see that the number of correct cases steadily increases with increasing width of the concordance until a width of 300 is reached.
E06-2018.txt,59,At the same time_comma_ the number of undecided cases rapidly goes down.
E06-2018.txt,60,At a concordance width of 300_comma_ the number of correct cases 201 outnumbers the number of incorrect cases 63 by a factor of 3.2.
E06-2018.txt,61,Note that the increase of incorrect cases is probably mostly an artefact of the sparsedata problem as the number of undecided cases decreases faster than the number of correct cases increases.
E06-2018.txt,62,On the right half of Table 2 the results for the concordances based on w1 are given.
E06-2018.txt,63,Here the number of correct cases starts at a far higher level for small concordance widths_comma_ increases up to a concordance width of 10 where it reaches its maximum_comma_ and then decreases slowly.
E06-2018.txt,64,At the concordance width of 10 the ratio between correct and incorrect cases is 2.6.
E06-2018.txt,65,How can we now interpret these results
E06-2018.txt,66,What we can say for sure when we look at the number of undecided cases is that the problem of data sparseness is much more severe if we consider the concordances of the homographs rather than the concordances of w1.
E06-2018.txt,67,This outcome can be expected as in the first case we only take a usually small fraction of the full corpus into account_comma_ whereas the second case is equivalent to considering the full corpus.
E06-2018.txt,68,What we can also say is that the optimal concordance width depends on data sparseness.
E06-2018.txt,69,If data is more sparse_comma_ we need a wider concordance width to obtain best results. concordance of homograph concordance of w1concordance width s1 s2correct s1 s2undecided s1 s2incorrect s3 s4correct s3 s4undecided s3 s4incorrect 1 1 287 0 107 135 46 2 15 273 0 158 69 61 3 32 249 7 179 40 69 5 54 222 12 194 21 73 10 81 181 26 199 13 76 20 126 127 35 196 7 85 30 129 105 44 192 5 91 50 165 69 54 192 2 94 100 182 44 62 185 1 102 200 198 29 61 177 1 110 300 201 24 63 177 1 110 500 199 19 70 171 1 116 Table 2.
E06-2018.txt,70,Results for homograph based concordance left and for w1 based concordance right .
E06-2018.txt,71,157 In case of the full corpus the optimal width is around 10 which is similar to average sentence length.
E06-2018.txt,72,Larger windows seem to reduce saliency and therefore affect the results adversely.
E06-2018.txt,73,In comparison_comma_ if we look at the concordances of the homographs_comma_ the negative effect on saliency with increasing concordance width seems to be more than outweighed by the decrease in sparseness_comma_ as the results at a very large width of 300 are better than the best results for the full corpus.
E06-2018.txt,74,However_comma_ if we used a much larger corpus than the BNC_comma_ it can be expected that best results would be achieved at a smaller width_comma_ and that these are likely to be better than the ones achieved using the BNC.
E06-2018.txt,75,4 Conclusions and future work Our experiments showed that associations belonging to the same sense of a homograph have far higher co occurrence counts than associations belonging to different senses.
E06-2018.txt,76,This is especially true when we look at the concordances of the homographs_comma_ but to a somewhat lesser extend also when we look at the full corpus.
E06-2018.txt,77,The discrepancy between the two approaches can probably be enlarged by increasing the size of the corpus.
E06-2018.txt,78,However_comma_ further investigations are necessary to verify this claim.
E06-2018.txt,79,With the approach based on the concordances of the homographs best results were achieved with concordance widths that are about an order of magnitude larger than average sentence length.
E06-2018.txt,80,However_comma_ human performance shows that the context within a sentence usually suffices to disambiguate a word.
E06-2018.txt,81,A much larger corpus could possibly solve this problem as it should allow to reduce concordance width without loosing accuracy.
E06-2018.txt,82,However_comma_ since human language acquisition seems to be based on the reception of only in the order of 100 million words Landauer Dumais_comma_ 1997_comma_ p. 222 _comma_ and because the BNC already is of that size_comma_ there also must be another solution to this problem.
E06-2018.txt,83,Our suggestion is to not look at the co occurrence frequencies of single word pairs_comma_ but at the average co occurrence frequencies between several pairs derived from larger groups of words.
E06-2018.txt,84,Let us illustrate this by coming back to our example in the .
E03-1062.txt,1,paper describes the NECA MNLG a fully implemented Multimodal Natural Language Generation module. The MNLG is deployed as part of the NECA system which generates dialogues between animated agents.
E03-1062.txt,2,The generation module supports the seamless integration of full grammar rules_comma_ templates and canned text.
E03-1062.txt,3,The generator takes input which allows for the specification of syntactic_comma_ semantic and pragmatic constraints on the output.
E03-1062.txt,5,This paper introduces the NECA MNLG a Multimodal Natural Language Generator.
